doc_id,page_number,text
NLP_ch6,17,dan jurafsky the bag of words representa on using a subset of words x love xxxxxxxxxxxxxxxx sweet xxxxxxx satirical xxxxxxxxxx xxxxxxxxxxx great xxxxxxx γ xxxxxxxxxxxxxxxxxxx fun xxxx c xxxxxxxxxxxxx whimsical xxxx romantic xxxx laughing xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx xxxxxxxxxxxxxx recommend xxxxx xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx xx several xxxxxxxxxxxxxxxxx xxxxx happy xxxxxxxxx again xxxxxxxxxxxxxxxxxxxxxxxxxxxxxx xxxxxxxxxxxxxxxxx
NLP_ch6,18,dan jurafsky the bag of words representa on great love γ c recommend laugh happy
NLP_ch6,19,dan jurafsky bag of words for document classifica on test document machine garbage parser nlp planning gui learning collection language learning parser garbage planning label training tag collection temporal translation algorithm training memory reasoning shrinkage translation optimization plan network language region language
NLP_ch6,20,text classification and naïve bayes naïve bayes i
NLP_ch6,21,text classification and naïve bayes formalizing the naïve bayes classifier
NLP_ch6,22,dan jurafsky bayes rule applied to documents and classes for a document d and a class c p d c p c p c d p d
NLP_ch6,23,dan jurafsky naïve bayes classifier i map is maximum a c argmax p c d posteriori most map likely class c c p d c p c argmax bayes rule p d c c argmax p d c p c dropping the denominator c c
NLP_ch6,24,dan jurafsky naïve bayes classifier ii c argmax p d c p c map c c document d argmax p x x x c p c represented as n features c c x xn
NLP_ch6,25,dan jurafsky naïve bayes classifier iv c argmax p x x x c p c map n c c o x n c parameters how often does this class occur could only be es mated if a we can just count the very very large number of relative frequencies in training examples was a corpus available
NLP_ch6,26,dan jurafsky mul nomial naïve bayes independence assump ons p x x x c n bag of words assump on assume posi on doesn t maler condi onal independence assume the feature probabili es p x c are independent given the class c i j p x x c p x c p x c p x c p x c n n
NLP_ch6,27,dan jurafsky mul nomial naïve bayes classifier c argmax p x x x c p c map n c c c argmax p c p x c nb j c c x x
NLP_ch6,28,dan jurafsky applying mul nomial naive bayes classifiers to text classifica on positions all word posi ons in test document c argmax p c p x c nb j i j c c j i positions
NLP_ch6,29,text classification and naïve bayes formalizing the naïve bayes classifier
NLP_ch6,30,text classification and naïve bayes naïve bayes learning
NLP_ch6,31,sec dan jurafsky learning the mul nomial naïve bayes model first alempt maximum likelihood es mates simply use the frequencies in the data doccount c c ˆ j p c j n doc count w c ˆ i j p w c i j count w c j w v
NLP_ch6,32,dan jurafsky parameter es ma on count w c frac on of mes word w appears ˆ i j p w c i i j count w c among all words in documents of topic c j j w v create mega document for topic j by concatena ng all docs in this topic use frequency of w in mega document
NLP_ch6,33,sec dan jurafsky problem with maximum likelihood what if we have seen no training documents with the word fantas c and classified in the topic posi ve thumbs up count fantastic positive ˆ p fantastic positive count w positive w v zero probabili es cannot be condi oned away no maler the other evidence ˆ ˆ c argmax p c p x c map c i i
NLP_ch6,34,dan jurafsky laplace add smoothing for naïve bayes ccoouunntt ww cc ˆˆ pp ww cc ii ii ccoouunntt ww cc ww vv count w c i count w c v w v
NLP_ch6,35,dan jurafsky mul nomial naïve bayes learning from training corpus extract vocabulary calculate p c terms calculate p w c terms j k j for each c in c do text single doc containing all docs j j j for each word w in vocabulary docs all docs with class c k j j n of occurrences of w in text docs k k j p c j n j total documents p w c k k j n vocabulary
NLP_ch6,36,dan jurafsky laplace add smoothing unknown words add one extra word to the vocabulary the unknown word w u count w c ˆ p w c u u count w c v w v count w c v w v
NLP_ch6,37,text classification and naïve bayes naïve bayes learning
NLP_ch6,38,text classification and naïve bayes naïve bayes rela onship to language modeling
NLP_ch6,39,dan jurafsky genera ve model for mul nomial naïve bayes c china x shanghai x and x shenzhen x issue x bonds
NLP_ch6,40,dan jurafsky naïve bayes and language modeling naïve bayes classifiers can use any sort of feature url email address dic onaries network features but if as in the previous slides we use only word features we use all of the words in the text not a subset then naïve bayes has an important similarity to language modeling
NLP_ch6,41,sec dan jurafsky each class a unigram language model assigning each word p word c assigning each sentence p s c π p word c class pos i i love this fun film love this fun film p s pos
NLP_ch6,42,sec dan jurafsky naïve bayes as a language model which class assigns the higher probability to s model pos model neg i i i love this fun film love love this this fun fun p s pos p s neg film film
NLP_ch6,43,text classification and naïve bayes naïve bayes rela onship to language modeling
NLP_ch6,44,text classification and naïve bayes mul nomial naïve bayes a worked example
NLP_ch6,45,dan jurafsky doc words class n ˆ training chinese beijing chinese c p c c n chinese chinese shanghai c chinese macao c count w c ˆ tokyo japan chinese j p w c count c v test chinese chinese chinese tokyo japan priors p c choosing a class p j p c d condi onal probabili es p chinese c p tokyo c p j d p japan c p chinese j p tokyo j p japan j
NLP_ch6,46,dan jurafsky naïve bayes in spam filtering spamassassin features men ons generic viagra online pharmacy men ons millions of dollar dollar nn nnn nnn nn phrase impress girl from starts with many numbers subject is all capitals html has a low ra o of text to image area one hundred percent guaranteed claims you can be removed from the list pres gious non accredited universi es hlp spamassassin apache org tests_ _ _x html
NLP_ch6,47,dan jurafsky summary naive bayes is not so naive very fast low storage requirements robust to irrelevant features irrelevant features cancel each other without affec ng results very good in domains with many equally important features decision trees suffer from fragmentagon in such cases especially if lille data op mal if the independence assump ons hold if assumed independence is correct then it is the bayes op mal classifier for problem a good dependable baseline for text classifica on but we will see other classifiers that give bewer accuracy
NLP_ch6,48,text classification and naïve bayes mul nomial naïve bayes a worked example
NLP_ch6,49,text classification and naïve bayes precision recall and the f measure
NLP_ch6,50,dan jurafsky the by con ngency table correct not correct selected tp fp not selected fn tn
NLP_ch6,51,dan jurafsky precision and recall precision of selected items that are correct recall of correct items that are selected correct not correct selected tp fp not selected fn tn
NLP_ch6,52,dan jurafsky a combined measure f a combined measure that assesses the p r tradeoff is f measure weighted harmonic mean pr f p r p r the harmonic mean is a very conserva ve average see iir people usually use balanced f measure i e with β that is α ½ f pr p r
NLP_ch6,53,text classification and naïve bayes precision recall and the f measure
NLP_ch6,54,text classification and naïve bayes text classifica on evalua on
NLP_ch6,55,sec dan jurafsky more than two classes sets of binary classifiers dealing with any of or mul value classifica on a document can belong to or classes for each class c c build a classifier γ to dis nguish c from all other classes c c c given test doc d evaluate it for membership in each class using each γ c d belongs to any class for which γ returns true c
NLP_ch6,56,sec dan jurafsky more than two classes sets of binary classifiers one of or mul nomial classifica on classes are mutually exclusive each document in exactly one class for each class c c build a classifier γ to dis nguish c from all other classes c c c given test doc d evaluate it for membership in each class using each γ c d belongs to the one class with maximum score
NLP_ch6,57,sec dan jurafsky evalua on classic reuters data set most over used data set docs each types toknens training test ar cles modapte lewis split categories an ar cle can be in more than one category learn binary category dis nc ons average document with at least one category has classes only about out of categories are large trade earn interest acquisitions common categories ship money fx train test wheat grain corn crude
NLP_ch6,58,sec dan jurafsky reuters text categoriza on data set reuters document reuters topics yes lewissplit train cgisplit training set oldid newid date mar date topics d livestock d d hog d topics title american pork congress kicks off tomorrow title dateline chicago march dateline body the american pork congress kicks off tomorrow march in indianapolis with of the nations pork producers from member states determining industry positions on a number of issues according to the national pork producers council nppc delegates to the three day congress will be considering resolutions concerning various issues including the future direction of farm policy and the tax law as it applies to the agriculture sector the delegates will also debate whether to endorse concepts of a national prv pseudorabies virus control and eradication program the nppc said a large trade show in conjunction with the congress will feature the latest in technology in all areas of the industry the nppc added reuter body text reuters
NLP_ch6,59,dan jurafsky confusion matrix c for each pair of classes c c how many documents from c were incorrectly assigned to c c wheat documents incorrectly assigned to poultry docs in test set assigned assigned assigned assigned assigned assigned uk poultry wheat coffee interest trade true uk true poultry true wheat true coffee true interest true trade
NLP_ch6,60,sec dan jurafsky per class evalua on measures c recall ii c frac on of docs in class i classified correctly ij j c precision ii c frac on of docs assigned class i that are ji actually about class i j c ii i accuracy error rate c ij frac on of docs classified correctly j i
NLP_ch6,61,sec dan jurafsky micro vs macro averaging if we have more than one class how do we combine mul ple performance measures into one quan ty macroaveraging compute performance for each class then average microaveraging collect decisions for all classes compute con ngency table evaluate
NLP_ch6,62,sec dan jurafsky micro vs macro averaging example class class micro ave table truth truth truth truth truth truth yes no yes no yes no classifier yes classifier yes classifier yes classifier no classifier no classifier no macroaveraged precision microaveraged precision microaveraged score is dominated by score on common classes
NLP_ch6,63,dan jurafsky development test sets and cross valida on training set development test set test set metric p r f or accuracy unseen test set training set dev test avoid overfi cid ng tuning to the test set more conserva ve es mate of performance training set dev test cross valida on over mul ple splits handle sampling errors from different datasets d e v t e s t training set pool results over each split compute pooled dev set performance test set
NLP_ch6,64,text classification and naïve bayes text classifica on evalua on
NLP_ch6,65,text classification and naïve bayes text classifica on prac cal issues
NLP_ch6,66,sec dan jurafsky the real world gee i m building a text classifier for real now what should i do
NLP_ch6,67,sec dan jurafsky no training data manually written rules if wheat or grain and not whole or bread then categorize as grain need careful cra cid ing human tuning on development data time consuming days per class
NLP_ch6,68,sec dan jurafsky very little data use naïve bayes naïve bayes is a high bias algorithm ng and jordan nips get more labeled data find clever ways to get humans to label data for you try semi supervised training methods bootstrapping em over unlabeled documents
NLP_ch6,69,sec dan jurafsky a reasonable amount of data perfect for all the clever classifiers svm regularized logis c regression you can even use user interpretable decision trees users like to hack management likes quick fixes
NLP_ch6,70,sec dan jurafsky a huge amount of data can achieve high accuracy at a cost svms train me or knn test me can be too slow regularized logis c regression can be somewhat beler so naïve bayes can come back into its own again
NLP_ch6,71,sec dan jurafsky accuracy as a function of data size with enough data classifier may not maler brill and banko on spelling correc on
NLP_ch6,72,dan jurafsky real world systems generally combine automa c classifica on manual review of uncertain difficult new cases
NLP_ch6,73,dan jurafsky underflow preven on log space mul plying lots of probabili es can result in floa ng point underflow since log xy log x log y beler to sum logs of probabili es instead of mul plying probabili es class with highest un normalized log probability score is s ll most probable c argmax log p c log p x c nb j i j c c j i positions model is now just max of sum of weights
NLP_ch6,74,sec dan jurafsky how to tweak performance domain specific features and weights very important in real performance some mes need to collapse terms part numbers chemical formulas but stemming generally doesn t help upweigh ng coun ng a word as if it occurred twice tle words cohen singer first sentence of each paragraph murata in sentences that contain tle words ko et al
NLP_ch6,75,text classification and naïve bayes text classifica on prac cal issues
NLP_ch7,1,sentiment analysis what is sen ment analysis
NLP_ch7,2,dan jurafsky posi ve or nega ve movie review unbelievably disappoin ng full of zany characters and richly applied sa re and some great plot twists this is the greatest screwball comedy ever filmed it was pathe c the worst part about it was the boxing scenes
NLP_ch7,3,dan jurafsky google product search a
NLP_ch7,4,dan jurafsky bing shopping a
NLP_ch7,5,twi er sen ment versus gallup poll of dan jurafsky consumer confidence brendan o connor ramnath balasubramanyan bryan r routledge and noah a smith from tweets to polls linking text sen ment to public opinion time series in icwsm
NLP_ch7,6,dan jurafsky twi er sen ment johan bollen huina mao xiaojun zeng twixer mood predicts the stock market journal of computa onal science j jocs
NLP_ch7,7,dan jurafsky senoj wod calm predicts djia days later at least one current hedge fund uses this algorithm mlac bollen et al
NLP_ch7,8,dan jurafsky target sen ment on twi er twixer sen ment app alec go richa bhayani lei huang twixer sen ment classifica on using distant supervision
NLP_ch7,9,dan jurafsky sen ment analysis has many other names opinion extrac on opinion mining sen ment mining subjec vity analysis
NLP_ch7,10,dan jurafsky why sen ment analysis movie is this review posi ve or nega ve products what do people think about the new iphone public sen ment how is consumer confidence is despair increasing poli cs what do people think about this candidate or issue predic on predict elec on outcomes or market trends from sen ment
NLP_ch7,11,dan jurafsky scherer typology of affec ve states emo on brief organically synchronized evalua on of a major event angry sad joyful fearful ashamed proud elated mood diffuse non caused low intensity long dura on change in subjec ve feeling cheerful gloomy irritable listless depressed buoyant interpersonal stances affec ve stance toward another person in a specific interac on friendly flirta ous distant cold warm suppor ve contemptuous agtudes enduring affec vely colored beliefs disposi ons towards objects or persons liking loving ha ng valuing desiring personality traits stable personality disposi ons and typical behavior tendencies nervous anxious reckless morose hos le jealous
NLP_ch7,12,dan jurafsky scherer typology of affec ve states emo on brief organically synchronized evalua on of a major event angry sad joyful fearful ashamed proud elated mood diffuse non caused low intensity long dura on change in subjec ve feeling cheerful gloomy irritable listless depressed buoyant interpersonal stances affec ve stance toward another person in a specific interac on friendly flirta ous distant cold warm suppor ve contemptuous agtudes enduring affec vely colored beliefs disposi ons towards objects or persons liking loving ha ng valuing desiring personality traits stable personality disposi ons and typical behavior tendencies nervous anxious reckless morose hos le jealous
NLP_ch7,13,dan jurafsky sen ment analysis sen ment analysis is the detec on of agtudes enduring affec vely colored beliefs disposi ons towards objects or persons holder source of aftude target aspect of aftude type of aftude from a set of types like love hate value desire etc or more commonly simple weighted polarity posi ve nega ve neutral together with strength text containing the aftude sentence or en re document
NLP_ch7,14,dan jurafsky sen ment analysis simplest task is the aftude of this text posi ve or nega ve more complex rank the aftude of this text from to advanced detect the target source or complex aftude types
NLP_ch7,15,dan jurafsky sen ment analysis simplest task is the aftude of this text posi ve or nega ve more complex rank the aftude of this text from to advanced detect the target source or complex aftude types
NLP_ch7,16,sentiment analysis what is sen ment analysis
NLP_ch7,17,sentiment analysis a baseline algorithm
NLP_ch7,18,dan jurafsky sentiment classification in movie reviews bo pang lillian lee and shivakumar vaithyanathan thumbs up sen ment classifica on using machine learning techniques emnlp bo pang and lillian lee a sen mental educa on sen ment analysis using subjec vity summariza on based on minimum cuts acl polarity detec on is an imdb movie review posi ve or nega ve data polarity data hxp www cs cornell edu people pabo movie review data
NLP_ch7,19,dan jurafsky imdb data in the pang and lee database when _star wars_ came out some twenty years snake eyes is the most aggrava ng ago the image of traveling throughout the stars kind of movie the kind that shows so has become a commonplace image much poten al then becomes unbelievably disappoin ng when han solo goes light speed the stars change to bright lines going towards the viewer in lines it s not just because this is a brian that converge at an invisible point depalma film and since he s a great director and one who s films are always cool greeted with at least some fanfare _october sky_ offers a much simpler image that of and it s not even because this was a film a single white dot traveling horizontally across the starring nicolas cage and since he gives a night sky brauvara performance this film is hardly worth his talents
NLP_ch7,20,dan jurafsky baseline algorithm adapted from pang and lee tokeniza on feature extrac on classifica on using different classifiers naïve bayes maxent svm
NLP_ch7,21,dan jurafsky sen ment tokeniza on issues deal with html and xml markup twixer mark up names hash tags capitaliza on preserve for poxs emo cons optional hat brow words in all caps eyes o optional nose phone numbers dates ddpp mouth reverse orientation emo cons ddpp mouth o optional nose eyes useful code optional hat brow christopher poxs sen ment tokenizer brendan o connor twixer tokenizer
NLP_ch7,22,dan jurafsky extrac ng features for sen ment classifica on how to handle nega on i didn t like this movie vs i really like this movie which words to use only adjec ves all words all words turns out to work bexer at least on this data
NLP_ch7,23,dan jurafsky nega on das sanjiv and mike chen yahoo for amazon extrac ng market sen ment from stock message boards in proceedings of the asia pacific finance associa on annual conference apfa bo pang lillian lee and shivakumar vaithyanathan thumbs up sentiment classification using machine learning techniques emnlp add not_ to every word between nega on and following punctua on didn t like this movie but i didn t not_like not_this not_movie but i
NLP_ch7,24,dan jurafsky reminder naïve bayes c argmax p c p w c nb j i j c c j i positions count w c ˆ p w c count c v
NLP_ch7,25,dan jurafsky binarized boolean feature mul nomial naïve bayes intui on for sen ment and probably for other text classifica on domains word occurrence may maxer more than word frequency the occurrence of the word fantas c tells us a lot the fact that it occurs mes may not tell us much more boolean mul nomial naïve bayes clips all the word counts in each document at
NLP_ch7,26,dan jurafsky boolean mul nomial naïve bayes learning from training corpus extract vocabulary calculate p c terms calculate p w c terms j k j for each c in c do treemxto ve dsuinpglilcea tdeos cin c eoanctha idnoinc g all docs j j j docs all docs with class c f o r f e o a r c e h a c w h o w rd o r w d t y in p e v w o c in a b d u o l c a r y j j j k retain only a single instance of w n of occurrences of w in text docs k k j p c j n j total documents p w c k k j n vocabulary
NLP_ch7,27,dan jurafsky boolean mul nomial naïve bayes on a test document d first remove all duplicate words from d then compute nb using the same equa on c argmax p c p w c nb j i j c c j i positions
NLP_ch7,28,dan jurafsky normal vs boolean mul nomial nb normal doc words class training chinese beijing chinese c chinese chinese shanghai c chinese macao c tokyo japan chinese j test chinese chinese chinese tokyo japan boolean doc words class training chinese beijing c chinese shanghai c chinese macao c tokyo japan chinese j test chinese tokyo japan
NLP_ch7,29,dan jurafsky binarized boolean feature mul nomial naïve bayes b pang l lee and s vaithyanathan thumbs up sen ment classifica on using machine learning techniques emnlp v metsis i androutsopoulos g paliouras spam filtering with naive bayes which naive bayes ceas third conference on email and an spam k m schneider on word frequency informa on and nega ve evidence in naive bayes text classifica on icanlp jd rennie l shih j teevan tackling the poor assump ons of naive bayes text classifiers icml binary seems to work bexer than full word counts this is not the same as mul variate bernoulli naïve bayes mbnb doesn t work well for sen ment or other text tasks other possibility log freq w
NLP_ch7,30,dan jurafsky cross valida on iteration break up data into folds test training equal posi ve and nega ve inside each fold test training for each fold choose the fold as a training test training temporary test set train on folds compute training test performance on the test fold report average training test performance of the runs
NLP_ch7,31,dan jurafsky other issues in classifica on maxent and svm tend to do bexer than naïve bayes
NLP_ch7,32,dan jurafsky problems what makes reviews hard to classify subtlety perfume review in perfumes the guide if you are reading this because it is your darling fragrance please wear it at home exclusively and tape the windows shut dorothy parker on katherine hepburn she runs the gamut of emo ons from a to b
NLP_ch7,33,dan jurafsky thwarted expecta ons and ordering effects this film should be brilliant it sounds like a great plot the actors are first grade and the suppor ng cast is good as well and stallone is axemp ng to deliver a good performance however it can t hold up well as usual keanu reeves is nothing special but surprisingly the very talented laurence fishbourne is not so good either i was surprised
NLP_ch7,34,sentiment analysis a baseline algorithm
NLP_ch7,35,sentiment analysis sen ment lexicons
NLP_ch7,36,dan jurafsky the general inquirer philip j stone dexter c dunphy marshall s smith daniel m ogilvie the general inquirer a computer approach to content analysis mit press home page hxp www wjh harvard edu inquirer list of categories hxp www wjh harvard edu inquirer homecat htm spreadsheet hxp www wjh harvard edu inquirer inquirerbasic xls categories posi v words and nega v words strong vs weak ac ve vs passive overstated versus understated pleasure pain virtue vice mo va on cogni ve orienta on etc free for research use
NLP_ch7,37,dan jurafsky liwc linguis c inquiry and word count pennebaker j w booth r j francis m e linguis c inquiry and word count liwc aus n tx home page hxp www liwc net words classes affec ve processes nega ve emo on bad weird hate problem tough posi ve emo on love nice sweet cogni ve processes tenta ve maybe perhaps guess inhibi on block constraint pronouns nega on no never quan fiers few many or fee
NLP_ch7,38,dan jurafsky mpqa subjec vity cues lexicon theresa wilson janyce wiebe and paul hoffmann recognizing contextual polarity in phrase level sentiment analysis proc of hlt emnlp riloff and wiebe learning extraction patterns for subjective expressions emnlp home page hxp www cs pix edu mpqa subj_lexicon html words from lemmas posi ve nega ve each word annotated for intensity strong weak gnu gpl
NLP_ch7,39,dan jurafsky bing liu opinion lexicon minqing hu and bing liu mining and summarizing customer reviews acm sigkdd bing liu s page on opinion mining hxp www cs uic edu liub fbs opinion lexicon english rar words posi ve nega ve
NLP_ch7,40,dan jurafsky sen wordnet stefano baccianella andrea esuli and fabrizio sebas ani sentiwordnet an enhanced lexical resource for sen ment analysis and opinion mining lrec home page hxp sen wordnet is cnr it all wordnet synsets automa cally annotated for degrees of posi vity nega vity and neutrality objec veness es mable j may be computed or es mated pos neg obj es mable j deserving of respect or high regard pos neg obj
NLP_ch7,41,dan jurafsky disagreements between polarity lexicons christopher poxs sen ment tutorial opinion general sen wordnet liwc lexicon inquirer mpqa opinion lexicon general inquirer sen wordnet liwc
NLP_ch7,42,dan jurafsky analyzing the polarity of each word in imdb poxs christopher on the nega vity of nega on salt how likely is each word to appear in each sen ment class count bad in star star star etc but can t use raw counts instead likelihood f w c p w c f w c w c make them comparable between words p w c scaled likelihood p w
NLP_ch7,43,dan jurafsky analyzing the polarity of each word in imdb pos good tokens amazing tokens great tokens awesome tokens l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l w c rp rating neg good tokens depress ed ing tokens bad tokens terrible tokens l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l l w c rp rating doohilekil delacs doohilekil delacs w p c w p w p c w p poxs christopher on the nega vity of nega on salt
NLP_ch7,44,dan jurafsky other sen ment feature logical nega on poxs christopher on the nega vity of nega on salt is logical nega on no not associated with nega ve sen ment poxs experiment count nega on not n t no never in online reviews regress against the review ra ng
NLP_ch7,45,dan jurafsky po s results more nega on in nega ve sen ment a doohilekil delacs w p c w p
NLP_ch7,46,sentiment analysis sen ment lexicons
NLP_ch7,47,sentiment analysis learning sen ment lexicons
NLP_ch7,48,dan jurafsky semi supervised learning of lexicons use a small amount of informa on a few labeled examples a few hand built paxerns to bootstrap a lexicon
NLP_ch7,49,dan jurafsky hatzivassiloglou and mckeown intui on for iden fying word polarity vasileios hatzivassiloglou and kathleen r mckeown predic ng the seman c orienta on of adjec ves acl adjec ves conjoined by and have same polarity fair and legi mate corrupt and brutal fair and brutal corrupt and legi mate adjec ves conjoined by but do not fair but brutal
NLP_ch7,50,dan jurafsky hatzivassiloglou mckeown step label seed set of adjec ves all in million word wsj corpus posi ve adequate central clever famous intelligent remarkable reputed sensi ve slender thriving nega ve contagious drunken ignorant lanky listless primi ve strident troublesome unresolved unsuspec ng
NLP_ch7,51,dan jurafsky hatzivassiloglou mckeown step expand seed set to conjoined adjec ves nice helpful nice classy
NLP_ch7,52,dan jurafsky hatzivassiloglou mckeown step supervised classifier assigns polarity similarity to each word pair resul ng in graph brutal helpful irrational corrupt nice fair classy
NLP_ch7,53,dan jurafsky hatzivassiloglou mckeown step clustering for par oning the graph into two brutal helpful irrational corrupt nice fair classy
NLP_ch7,54,dan jurafsky output polarity lexicon posi ve bold decisive disturbing generous good honest important large mature pa ent peaceful posi ve proud sound s mula ng straigh cid orward strange talented vigorous wixy nega ve ambiguous cau ous cynical evasive harmful hypocri cal inefficient insecure irra onal irresponsible minor outspoken pleasant reckless risky selfish tedious unsupported vulnerable wasteful
NLP_ch7,55,dan jurafsky output polarity lexicon posi ve bold decisive disturbing generous good honest important large mature pa ent peaceful posi ve proud sound s mula ng straigh cid orward strange talented vigorous wixy nega ve ambiguous cau ous cynical evasive harmful hypocri cal inefficient insecure irra onal irresponsible minor outspoken pleasant reckless risky selfish tedious unsupported vulnerable wasteful
NLP_ch7,56,dan jurafsky turney algorithm turney thumbs up or thumbs down semantic orientation applied to unsupervised classification of reviews extract a phrasal lexicon from reviews learn polarity of each phrase rate a review by the average polarity of its phrases
NLP_ch7,57,dan jurafsky extract two word phrases with adjec ves first word second word third word not extracted jj nn or nns anything rb rbr rbs jj not nn nor nns jj jj not nn or nns nn or nns jj nor nn nor nns rb rbr or rbs vb vbd vbn vbg anything
NLP_ch7,58,dan jurafsky how to measure polarity of a phrase posi ve phrases co occur more with excellent nega ve phrases co occur more with poor but how to measure co occurrence
NLP_ch7,59,dan jurafsky pointwise mutual informa on mutual informa on between random variables x and y p x y i x y p x y log p x p y x y pointwise mutual informa on how much more do events x and y co occur than if they were independent p x y pmi x y log p x p y
NLP_ch7,60,dan jurafsky pointwise mutual informa on pointwise mutual informa on how much more do events x and y co occur than if they were independent p x y pmi x y log p x p y pmi between two words how much more do two words co occur than if they were independent p word word pmi word word log p word p word
NLP_ch7,61,dan jurafsky how to es mate pointwise mutual informa on query search engine altavista p word es mated by hits word n p word word by hits word near word n hits word near word pmi word word log hits word hits word
NLP_ch7,62,dan jurafsky does phrase appear more with poor or excellent polarity phrase pmi phrase excellent pmi phrase poor hits phrase near excellent hits phrase near poor log log hits phrase hits excellent hits phrase hits poor hits phrase near excellent hits phrase hits poor log hits phrase hits excellent hits phrase near poor hits phrase near excellent hits poor log hits phrase near poor hits excellent
NLP_ch7,63,dan jurafsky phrases from a thumbs up review phrase pos tags polarity online service jj nn online experience jj nn direct deposit jj nn local branch jj nn low fees jj nns true service jj nn other bank jj nn inconveniently located jj nn average
NLP_ch7,64,dan jurafsky phrases from a thumbs down review phrase pos tags polarity direct deposits jj nns online web jj nn very handy rb jj virtual monopoly jj nn lesser evil rbr jj other problems jj nns low funds jj nns unethical prac ces jj nns average
NLP_ch7,65,dan jurafsky results of turney algorithm reviews from epinions nega ve posi ve majority class baseline turney algorithm phrases rather than words learns domain specific informa on
NLP_ch7,66,dan jurafsky using wordnet to learn polarity s m kim and e hovy determining the sen ment of opinions coling m hu and b liu mining and summarizing customer reviews in proceedings of kdd wordnet online thesaurus covered in later lecture create posi ve good and nega ve seed words terrible find synonyms and antonyms posi ve set add synonyms of posi ve words well and antonyms of nega ve words nega ve set add synonyms of nega ve words awful and antonyms of posi ve words evil repeat following chains of synonyms filter
NLP_ch7,67,dan jurafsky summary on learning lexicons advantages can be domain specific can be more robust more words intui on start with a seed set of words good poor find other words that have similar polarity using and and but using words that occur nearby in the same document using wordnet synonyms and antonyms use seeds and semi supervised learning to induce lexicons
NLP_ch7,68,sentiment analysis learning sen ment lexicons
NLP_ch7,69,sentiment analysis other sen ment tasks
NLP_ch7,70,dan jurafsky finding sen ment of a sentence important for finding aspects or axributes target of sen ment the food was great but the service was awful
NLP_ch7,71,dan jurafsky finding aspect a ribute target of sen ment m hu and b liu mining and summarizing customer reviews in proceedings of kdd s blair goldensohn k hannan r mcdonald t neylon g reis and j reynar building a sen ment summarizer for local service reviews www workshop frequent phrases rules find all highly frequent phrases across reviews fish tacos filter by rules like occurs right a cid er sen ment word great fish tacos means fish tacos a likely aspect casino casino buffet pool resort beds children s barber haircut job experience kids greek restaurant food wine service appe zer lamb department store selec on department sales shop clothing
NLP_ch7,72,dan jurafsky finding aspect a ribute target of sen ment the aspect name may not be in the sentence for restaurants hotels aspects are well understood supervised classifica on hand label a small corpus of restaurant review sentences with aspect food décor service value none train a classifier to assign an aspect to asentence given this sentence is the aspect food décor service value or none
NLP_ch7,73,dan jurafsky pugng it all together finding sen ment for aspects s blair goldensohn k hannan r mcdonald t neylon g reis and j reynar building a sen ment summarizer for local service reviews www workshop sentences sentences sentences phrases phrases phrases final summary reviews text sentiment aspect aggregator extractor classifier extractor
NLP_ch7,74,dan jurafsky results of blair goldensohn et al method rooms stars comments the room was clean and everything worked fine even the water pressure we went because of the free room and was pleasantly pleased the worst hotel i had ever stayed at service stars comments upon checking out another couple was checking early due to a problem every single hotel staff member treated us great and answered every the food is cold and the service gives new meaning to slow dining stars comments our favorite place to stay in biloxi the food is great also the service offer of free buffet for joining the play
NLP_ch7,75,dan jurafsky baseline methods assume classes have equal frequencies if not balanced common in the real world can t use accuracies as an evalua on need to use f scores severe imbalancing also can degrade classifier performance two common solu ons resampling in training random undersampling cost sensi ve learning penalize svm more for misclassifica on of the rare thing
NLP_ch7,76,dan jurafsky how to deal with stars bo pang and lillian lee seeing stars exploiting class relationships for sentiment categorization with respect to rating scales acl map to binary use linear or ordinal regression or specialized models like metric labeling
NLP_ch7,77,dan jurafsky summary on sen ment generally modeled as classifica on or regression task predict a binary or ordinal label features nega on is important using all words in naïve bayes works well for some tasks finding subsets of words may help in other tasks hand built polarity lexicons use seeds and semi supervised learning to induce lexicons
NLP_ch7,78,dan jurafsky scherer typology of affec ve states emo on brief organically synchronized evalua on of a major event angry sad joyful fearful ashamed proud elated mood diffuse non caused low intensity long dura on change in subjec ve feeling cheerful gloomy irritable listless depressed buoyant interpersonal stances affec ve stance toward another person in a specific interac on friendly flirta ous distant cold warm suppor ve contemptuous agtudes enduring affec vely colored beliefs disposi ons towards objects or persons liking loving ha ng valuing desiring personality traits stable personality disposi ons and typical behavior tendencies nervous anxious reckless morose hos le jealous
NLP_ch7,79,dan jurafsky computa onal work on other affec ve states emo on detec ng annoyed callers to dialogue system detec ng confused frustrated versus confident students mood finding trauma zed or depressed writers interpersonal stances detec on of flirta on or friendliness in conversa ons personality traits detec on of extroverts
NLP_ch7,80,dan jurafsky detec on of friendliness ranganath jurafsky mcfarland friendly speakers use collabora ve conversa onal style laughter less use of nega ve emo onal words more sympathy that s too bad i m sorry to hear that more agreement i think so too less hedges kind of sort of a little
NLP_ch7,81,sentiment analysis other sen ment tasks
