doc_id,page_number,text_raw,text_tfidf,text_embed
IR_ch7,7,Introduction to Information Retrieval Who are these people? Karen Spärck Jones Stephen Robertson Keith van Rijsbergen Karen Spärck Jones,introduct inform retriev peopl karen spärck jone stephen robertson keith van rijsbergen karen spärck jone,introduction to information retrieval who are these people? karen spärck jones stephen robertson keith van rijsbergen karen spärck jones
IR_ch7,8,"Introduction to Information Retrieval The document ranking problem ▪We have a collection of documents ▪User issues a query ▪A list of documents needs to be returned ▪Ranking method is the core of modern IR systems: ▪In what order do we present documents to the user? ▪We want the “best” document to be first, second best second, etc. ▪Idea: Rank by probability of relevance of the document w.r.t. information need ▪P(R=1|documenti, query)",introduct inform retriev document rank problem collect document user issu queri list document need return rank method core modern ir system order present document user want best document second best second idea rank probabl relev document w r t inform need p r documenti queri,"introduction to information retrieval the document ranking problem ▪we have a collection of documents ▪user issues a query ▪a list of documents needs to be returned ▪ranking method is the core of modern ir systems: ▪in what order do we present documents to the user? ▪we want the “best” document to be first, second best second, etc. ▪idea: rank by probability of relevance of the document w.r.t. information need ▪p(r=1|documenti, query)"
IR_ch7,9,"Introduction to Information Retrieval The Probability Ranking Principle (PRP) “If a reference retrieval system’s response to each request is a ranking of the documents in the collection in order of decreasing probability of relevance to the user who submitted the request, where the probabilities are estimated as accurately as possible on the basis of whatever data have been made available to the system for this purpose, the overall effectiveness of the system to its user will be the best that is obtainable on the basis of those data.” ▪[1960s/1970s] S. Robertson, W.S. Cooper, M.E. Maron; van Rijsbergen (1979:113); Manning & Schütze (1999:538)",introduct inform retriev probabl rank principl prp refer retriev s respons request rank document collect order decreas probabl relev user submit request probabl estim accur possibl basi data avail purpos overal effect user best obtain basi data s s s robertson w s cooper m e maron van rijsbergen man schütze,"introduction to information retrieval the probability ranking principle (prp) “if a reference retrieval system’s response to each request is a ranking of the documents in the collection in order of decreasing probability of relevance to the user who submitted the request, where the probabilities are estimated as accurately as possible on the basis of whatever data have been made available to the system for this purpose, the overall effectiveness of the system to its user will be the best that is obtainable on the basis of those data.” ▪[1960s/1970s] s. robertson, w.s. cooper, m.e. maron; van rijsbergen (1979:113); manning & schütze (1999:538)"
IR_ch7,10,"Introduction to Information Retrieval ▪For events A and B: ▪Bayes’ Rule ▪Odds: Prior p(A, B) = p(AÇB) = p(A | B)p(B) = p(B | A)p(A) p(A | B) = p(B | A)p(A) p(B) = p(B | A)p(A) p(B | X)p(X) X=A,A å Recall a few probability basics O(A) = p(A) p(A) = p(A) 1- p(A) Posterior",introduct inform retriev event b bay rule odd prior p b p açb p b p b p b p p b p b p p b p b p p b x p x x å recal probabl basic o p p p p posterior,"introduction to information retrieval ▪for events a and b: ▪bayes’ rule ▪odds: prior p(a, b) = p(açb) = p(a | b)p(b) = p(b | a)p(a) p(a | b) = p(b | a)p(a) p(b) = p(b | a)p(a) p(b | x)p(x) x=a,a å recall a few probability basics o(a) = p(a) p(a) = p(a) 1- p(a) posterior"
IR_ch7,11,"Introduction to Information Retrieval The Probability Ranking Principle (PRP) Let x represent a document in the collection. Let R represent relevance of a document w.r.t. given (fixed) query and let R=1 represent relevant and R=0 not relevant. p(R =1| x) = p(x | R =1)p(R =1) p(x) p(R = 0 | x) = p(x | R = 0)p(R = 0) p(x) p(x|R=1), p(x|R=0) - probability that if a relevant (not relevant) document is retrieved, it is x. Need to find p(R=1|x) – probability that a document x is relevant. p(R=1),p(R=0) - prior probability of retrieving a relevant or non-relevant document at random p(R = 0 | x)+ p(R =1| x) =1",introduct inform retriev probabl rank principl prp let x repres document collect let r repres relev document w r t given fix queri let r repres relev r relev p r x p x r p r p x p r x p x r p r p x p x r p x r probabl relev relev document retriev x need p r x probabl document x relev p r p r prior probabl retriev relev non relev document random p r x p r x,"introduction to information retrieval the probability ranking principle (prp) let x represent a document in the collection. let r represent relevance of a document w.r.t. given (fixed) query and let r=1 represent relevant and r=0 not relevant. p(r =1| x) = p(x | r =1)p(r =1) p(x) p(r = 0 | x) = p(x | r = 0)p(r = 0) p(x) p(x|r=1), p(x|r=0) - probability that if a relevant (not relevant) document is retrieved, it is x. need to find p(r=1|x) – probability that a document x is relevant. p(r=1),p(r=0) - prior probability of retrieving a relevant or non-relevant document at random p(r = 0 | x)+ p(r =1| x) =1"
IR_ch7,12,"Introduction to Information Retrieval Probabilistic Retrieval Strategy ▪First, estimate how each term contributes to relevance ▪How do other things like term frequency and document length influence your judgments about document relevance? ▪Not at all in BIM ▪A more nuanced answer is given by BM25 ▪Combine to find document relevance probability ▪Order documents by decreasing probability ▪Theorem: Using the PRP is optimal, in that it minimizes the loss (Bayes risk) under 1/0 loss ▪Provable if all probabilities correct, etc.  [e.g., Ripley 1996]",introduct inform retriev probabilist retriev strategi estim term contribut relev thing like term frequenc document length influenc judgment document relev bim nuanc answer given bm combin document relev probabl order document decreas probabl theorem use prp optim minim loss bay risk loss provabl probabl correct e g ripley,"introduction to information retrieval probabilistic retrieval strategy ▪first, estimate how each term contributes to relevance ▪how do other things like term frequency and document length influence your judgments about document relevance? ▪not at all in bim ▪a more nuanced answer is given by bm25 ▪combine to find document relevance probability ▪order documents by decreasing probability ▪theorem: using the prp is optimal, in that it minimizes the loss (bayes risk) under 1/0 loss ▪provable if all probabilities correct, etc. [e.g., ripley 1996]"
IR_ch7,13,"Introduction to Information Retrieval 3. Binary Independence Model ▪Traditionally used in conjunction with PRP ▪“Binary” = Boolean: documents are represented as binary incidence vectors of terms (cf. IIR Chapter 1): ▪ ▪               iff term i is present in document x. ▪“Independence”: terms occur in documents independently ▪Different documents can be modeled as the same vector ) , , ( 1 nx x x  = 1 = ix",introduct inform retriev binari independ model tradit use conjunct prp binari boolean document repres binari incid vector term cf iir chapter iff term present document x independ term occur document independ differ document model vector nx x x ix,"introduction to information retrieval 3. binary independence model ▪traditionally used in conjunction with prp ▪“binary” = boolean: documents are represented as binary incidence vectors of terms (cf. iir chapter 1): ▪ ▪ iff term i is present in document x. ▪“independence”: terms occur in documents independently ▪different documents can be modeled as the same vector ) , , ( 1 nx x x  = 1 = ix"
IR_ch7,14,"Introduction to Information Retrieval Binary Independence Model ▪Queries: binary term incidence vectors ▪Given query q, ▪for each document d need to compute p(R|q,d) ▪replace with computing p(R|q,x) where x is binary term incidence vector representing d ▪Interested only in ranking ▪Will use odds and Bayes’ Rule: O(R | q, x) = p(R =1| q, x) p(R = 0 | q, x) = p(R =1| q)p(x | R =1,q) p(x | q) p(R = 0 | q)p(x | R = 0,q) p(x | q)",introduct inform retriev binari independ model queri binari term incid vector given queri q document d need comput p r q d replac comput p r q x x binari term incid vector repres d interest rank use odd bay rule o r q x p r q x p r q x p r q p x r q p x q p r q p x r q p x q,"introduction to information retrieval binary independence model ▪queries: binary term incidence vectors ▪given query q, ▪for each document d need to compute p(r|q,d) ▪replace with computing p(r|q,x) where x is binary term incidence vector representing d ▪interested only in ranking ▪will use odds and bayes’ rule: o(r | q, x) = p(r =1| q, x) p(r = 0 | q, x) = p(r =1| q)p(x | r =1,q) p(x | q) p(r = 0 | q)p(x | r = 0,q) p(x | q)"
IR_ch7,15,"Introduction to Information Retrieval Binary Independence Model • Using Independence Assumption: O(R | q, x) = O(R | q)× p(xi | R =1,q) p(xi | R = 0,q) i=1 n Õ p(x | R =1,q) p(x | R = 0,q) = p(xi | R =1,q) p(xi | R = 0,q) i=1 n Õ O(R | q, x) = p(R =1| q, x) p(R = 0 | q, x) = p(R =1| q) p(R = 0 | q) × p(x | R =1,q) p(x | R = 0,q) Constant for a given query Needs estimation",introduct inform retriev binari independ model use independ assumpt o r q x o r q p xi r q p xi r q n õ p x r q p x r q p xi r q p xi r q n õ o r q x p r q x p r q x p r q p r q p x r q p x r q constant given queri need estim,"introduction to information retrieval binary independence model • using independence assumption: o(r | q, x) = o(r | q)× p(xi | r =1,q) p(xi | r = 0,q) i=1 n õ p(x | r =1,q) p(x | r = 0,q) = p(xi | r =1,q) p(xi | r = 0,q) i=1 n õ o(r | q, x) = p(r =1| q, x) p(r = 0 | q, x) = p(r =1| q) p(r = 0 | q) × p(x | r =1,q) p(x | r = 0,q) constant for a given query needs estimation"
IR_ch7,16,"Introduction to Information Retrieval Binary Independence Model • Since xi is either 0 or 1: O(R |q, x) =O(R | q)× p(xi =1| R =1,q) p(xi =1| R = 0,q) xi=1Õ × p(xi = 0 | R =1,q) p(xi = 0 | R = 0,q) xi=0Õ • Let pi = p(xi =1| R =1,q); ri = p(xi =1| R = 0,q); • Assume, for all terms not occurring in the query (qi=0) i i r p = O(R | q, x) = O(R | q)× p(xi | R =1,q) p(xi | R = 0,q) i=1 n Õ O(R |q, x) = O(R | q)× pi ri xi=1 qi=1 Õ × (1- pi) (1-ri) xi=0 qi=1 Õ",introduct inform retriev binari independ model xi o r q x o r q p xi r q p xi r q xi õ p xi r q p xi r q xi õ let pi p xi r q ri p xi r q assum term occur queri qi r p o r q x o r q p xi r q p xi r q n õ o r q x o r q pi ri xi qi õ pi ri xi qi õ,"introduction to information retrieval binary independence model • since xi is either 0 or 1: o(r |q, x) =o(r | q)× p(xi =1| r =1,q) p(xi =1| r = 0,q) xi=1õ × p(xi = 0 | r =1,q) p(xi = 0 | r = 0,q) xi=0õ • let pi = p(xi =1| r =1,q); ri = p(xi =1| r = 0,q); • assume, for all terms not occurring in the query (qi=0) i i r p = o(r | q, x) = o(r | q)× p(xi | r =1,q) p(xi | r = 0,q) i=1 n õ o(r |q, x) = o(r | q)× pi ri xi=1 qi=1 õ × (1- pi) (1-ri) xi=0 qi=1 õ"
IR_ch7,17,Introduction to Information Retrieval document relevant (R=1) not relevant (R=0) term present xi = 1 pi ri term absent xi = 0 (1 – pi) (1 – ri),introduct inform retriev document relev r relev r term present xi pi ri term absent xi pi ri,introduction to information retrieval document relevant (r=1) not relevant (r=0) term present xi = 1 pi ri term absent xi = 0 (1 – pi) (1 – ri)
IR_ch7,18,"Introduction to Information Retrieval All matching terms Non-matching query terms Binary Independence Model All matching terms All query terms O(R | q, x) = O(R | q)× pi ri xi=1 qi=1 Õ × 1-ri 1- pi ×1- pi 1-ri æ è ç ö ø ÷ xi=1 qi=1 Õ 1- pi 1-ri xi=0 qi=1 Õ O(R | q, x) = O(R | q)× pi(1-ri) ri(1- pi) xi=qi=1 Õ × 1- pi 1-ri qi=1Õ O(R | q, x) = O(R | q)× pi ri xi=qi=1 Õ × 1- pi 1-ri xi=0 qi=1 Õ",introduct inform retriev match term non match queri term binari independ model match term queri term o r q x o r q pi ri xi qi õ ri pi pi ri æ è ç ö ø xi qi õ pi ri xi qi õ o r q x o r q pi ri ri pi xi qi õ pi ri qi õ o r q x o r q pi ri xi qi õ pi ri xi qi õ,"introduction to information retrieval all matching terms non-matching query terms binary independence model all matching terms all query terms o(r | q, x) = o(r | q)× pi ri xi=1 qi=1 õ × 1-ri 1- pi ×1- pi 1-ri æ è ç ö ø ÷ xi=1 qi=1 õ 1- pi 1-ri xi=0 qi=1 õ o(r | q, x) = o(r | q)× pi(1-ri) ri(1- pi) xi=qi=1 õ × 1- pi 1-ri qi=1õ o(r | q, x) = o(r | q)× pi ri xi=qi=1 õ × 1- pi 1-ri xi=0 qi=1 õ"
IR_ch7,19,"Introduction to Information Retrieval Binary Independence Model Constant for each query Only quantity to be estimated for rankings   = = = − −  − −  = 1 1 1 1 ) 1( ) 1( ) | ( ) , | ( i i i q i i q x i i i i r p p r r p q R O x q R O  Retrieval Status Value:   = = = = − − = − − = 1 1 ) 1( ) 1( log ) 1( ) 1( log i i i i q x i i i i q x i i i i p r r p p r r p RSV",introduct inform retriev binari independ model constant queri quantiti estim rank q q x r p p r r p q r o x q r o retriev statu valu log log q x q x p r r p p r r p rsv,"introduction to information retrieval binary independence model constant for each query only quantity to be estimated for rankings   = = = − −  − −  = 1 1 1 1 ) 1( ) 1( ) | ( ) , | ( i i i q i i q x i i i i r p p r r p q r o x q r o  retrieval status value:   = = = = − − = − − = 1 1 ) 1( ) 1( log ) 1( ) 1( log i i i i q x i i i i q x i i i i p r r p p r r p rsv"
IR_ch7,20,"Introduction to Information Retrieval Binary Independence Model [Robertson & Spärck-Jones 1976] All boils down to computing RSV.   = = = = − − = − − = 1 1 ) 1( ) 1( log ) 1( ) 1( log i i i i q x i i i i q x i i i i p r r p p r r p RSV  = = = 1 ; i i q x ic RSV ) 1( ) 1( log i i i i i p r r p c − − = So, how do we compute ci’s from our data? The ci are log odds ratios (of contingency table a few slides back) They function as the term weights in this model",introduct inform retriev binari independ model robertson spärck jone boil comput rsv log log q x q x p r r p p r r p rsv q x ic rsv log p r r p c comput ci s data ci log odd ratio conting tabl slide function term weight model,"introduction to information retrieval binary independence model [robertson & spärck-jones 1976] all boils down to computing rsv.   = = = = − − = − − = 1 1 ) 1( ) 1( log ) 1( ) 1( log i i i i q x i i i i q x i i i i p r r p p r r p rsv  = = = 1 ; i i q x ic rsv ) 1( ) 1( log i i i i i p r r p c − − = so, how do we compute ci’s from our data? the ci are log odds ratios (of contingency table a few slides back) they function as the term weights in this model"
IR_ch7,21,Introduction to Information Retrieval Graphical model for BIM – Bernoulli NB R xi i Î q Binary variables xi = (tfi ¹ 0),introduct inform retriev graphic model bim bernoulli nb r xi î q binari variabl xi tfi ¹,introduction to information retrieval graphical model for bim – bernoulli nb r xi i î q binary variables xi = (tfi ¹ 0)
IR_ch7,22,"Introduction to Information Retrieval Binary Independence Model • Estimating RSV coefficients in theory • For each term i look at this table of document counts: Documents Relevant Non-Relevant Total xi=1 s n-s n xi=0 S-s N-n-S+s N-n Total S N-S N S s pi  ) ( ) ( S N s n ri − −  ) ( ) ( ) ( log ) , , , ( s S n N s n s S s s S n N K ci + − − − − =  • Estimates: For now, assume no zero terms. Remember smoothing. ) 1( ) 1( log i i i i i p r r p c − − =",introduct inform retriev binari independ model estim rsv coeffici theori term look tabl document count document relev non relev total xi s n s n xi s s n n s s n n total s n s n s s pi s n s n ri log s s n n s n s s s s s n n k ci estim assum zero term rememb smooth log p r r p c,"introduction to information retrieval binary independence model • estimating rsv coefficients in theory • for each term i look at this table of document counts: documents relevant non-relevant total xi=1 s n-s n xi=0 s-s n-n-s+s n-n total s n-s n s s pi  ) ( ) ( s n s n ri − −  ) ( ) ( ) ( log ) , , , ( s s n n s n s s s s s n n k ci + − − − − =  • estimates: for now, assume no zero terms. remember smoothing. ) 1( ) 1( log i i i i i p r r p c − − ="
IR_ch7,23,"Introduction to Information Retrieval Estimation – key challenge ▪If non-relevant documents are approximated by the whole collection, then ri (prob. of occurrence in non-relevant documents for query) is n/N and ▪Inverse Document Frequency (IDF) ▪Spärck-Jones (1972) ▪A key, still-important term weighting concept log1-ri ri = log N -n- S +s n-s » log N -n n » log N n = IDF!",introduct inform retriev estim key challeng non relev document approxim collect ri prob occurr non relev document queri n n invers document frequenc idf spärck jone key import term weight concept log ri ri log n n s s n s log n n n log n n idf,"introduction to information retrieval estimation – key challenge ▪if non-relevant documents are approximated by the whole collection, then ri (prob. of occurrence in non-relevant documents for query) is n/n and ▪inverse document frequency (idf) ▪spärck-jones (1972) ▪a key, still-important term weighting concept log1-ri ri = log n -n- s +s n-s » log n -n n » log n n = idf!"
IR_ch7,24,Introduction to Information Retrieval Collection vs. Document frequency ▪Collection frequency of t is the total number of occurrences of t in the collection (incl. multiples) ▪Document frequency is number of docs t is in ▪Example: ▪Which word is a better search term (and should get a higher weight)? Word Collection frequency Document frequency insurance 10440 3997 try 10422 8760 Sec. 6.2.1,introduct inform retriev collect vs document frequenc collect frequenc t total number occurr t collect incl multipl document frequenc number doc t exampl word better search term higher weight word collect frequenc document frequenc insur tri sec,introduction to information retrieval collection vs. document frequency ▪collection frequency of t is the total number of occurrences of t in the collection (incl. multiples) ▪document frequency is number of docs t is in ▪example: ▪which word is a better search term (and should get a higher weight)? word collection frequency document frequency insurance 10440 3997 try 10422 8760 sec. 6.2.1
IR_ch7,25,Introduction to Information Retrieval Estimation – key challenge ▪pi (probability of occurrence in relevant documents) cannot be approximated as easily ▪pi can be estimated in various ways: ▪from relevant documents if you know some ▪Relevance weighting can be used in a feedback loop ▪constant (Croft and Harper combination match) – then just get idf weighting of terms (with pi=0.5) ▪proportional to prob. of occurrence in collection ▪Greiff (SIGIR 1998) argues for 1/3 + 2/3 dfi/N RSV = log N ni xi=qi=1 å,introduct inform retriev estim key challeng pi probabl occurr relev document approxim easili pi estim variou way relev document know relev weight use feedback loop constant croft harper combin match just idf weight term pi proport prob occurr collect greiff sigir argu dfi n rsv log n ni xi qi å,introduction to information retrieval estimation – key challenge ▪pi (probability of occurrence in relevant documents) cannot be approximated as easily ▪pi can be estimated in various ways: ▪from relevant documents if you know some ▪relevance weighting can be used in a feedback loop ▪constant (croft and harper combination match) – then just get idf weighting of terms (with pi=0.5) ▪proportional to prob. of occurrence in collection ▪greiff (sigir 1998) argues for 1/3 + 2/3 dfi/n rsv = log n ni xi=qi=1 å
IR_ch7,26,"Introduction to Information Retrieval 4. Probabilistic Relevance Feedback 1. Guess a preliminary probabilistic description of R=1 documents; use it to retrieve a set of documents 2. Interact with the user to refine the description: learn some definite members with R = 1 and R = 0 3. Re-estimate pi and ri on the basis of these ▪ If i appears in Vi within set of documents V: pi = |Vi|/|V| ▪ Or can combine new information with original guess (use Bayesian prior): 4. Repeat, thus generating a succession of approximations to relevant documents   + + = | | | | ) 1 ( ) 2 ( V p V p i i i κ  is prior weight",introduct inform retriev probabilist relev feedback guess preliminari probabilist descript r document use retriev set document interact user refin descript learn definit member r r estim pi ri basi appear vi set document v pi vi v combin new inform origin guess use bayesian prior repeat gener success approxim relev document v p v p κ prior weight,"introduction to information retrieval 4. probabilistic relevance feedback 1. guess a preliminary probabilistic description of r=1 documents; use it to retrieve a set of documents 2. interact with the user to refine the description: learn some definite members with r = 1 and r = 0 3. re-estimate pi and ri on the basis of these ▪ if i appears in vi within set of documents v: pi = |vi|/|v| ▪ or can combine new information with original guess (use bayesian prior): 4. repeat, thus generating a succession of approximations to relevant documents   + + = | | | | ) 1 ( ) 2 ( v p v p i i i κ is prior weight"
IR_ch7,27,"Introduction to Information Retrieval 27 Pseudo-relevance feedback (iteratively auto-estimate pi and ri) 1. Assume that pi is constant over all xi in query and ri as before ▪ pi = 0.5 (even odds) for any given doc 2. Determine guess of relevant document set: ▪ V is fixed size set of highest ranked documents on this model 3. We need to improve our guesses for pi and ri, so ▪ Use distribution of xi in docs in V. Let Vi be set of documents containing xi ▪ pi = |Vi| / |V| ▪ Assume if not retrieved then not relevant ▪ ri  = (ni – |Vi|) / (N – |V|) 4. Go to 2. until converges then return ranking",introduct inform retriev pseudo relev feedback iter auto estim pi ri assum pi constant xi queri ri pi odd given doc determin guess relev document set v fix size set highest rank document model need improv guess pi ri use distribut xi doc v let vi set document contain xi pi vi v assum retriev relev ri ni vi n v converg return rank,"introduction to information retrieval 27 pseudo-relevance feedback (iteratively auto-estimate pi and ri) 1. assume that pi is constant over all xi in query and ri as before ▪ pi = 0.5 (even odds) for any given doc 2. determine guess of relevant document set: ▪ v is fixed size set of highest ranked documents on this model 3. we need to improve our guesses for pi and ri, so ▪ use distribution of xi in docs in v. let vi be set of documents containing xi ▪ pi = |vi| / |v| ▪ assume if not retrieved then not relevant ▪ ri = (ni – |vi|) / (n – |v|) 4. go to 2. until converges then return ranking"
IR_ch7,28,"Introduction to Information Retrieval PRP and BIM ▪It is possible to reasonably approximate probabilities ▪But either require partial relevance information or need to make do with somewhat inferior term weights ▪Requires restrictive assumptions: ▪“Relevance” of each document is independent of others ▪Really, it’s bad to keep on returning duplicates ▪Term independence ▪Terms not in query don’t affect the outcome ▪Boolean representation of documents/queries ▪Boolean notion of relevance ▪Some of these assumptions can be removed",introduct inform retriev prp bim possibl reason approxim probabl requir partial relev inform need make somewhat inferior term weight requir restrict assumpt relev document independ realli s bad return duplic term independ term queri don t affect outcom boolean represent document queri boolean notion relev assumpt remov,"introduction to information retrieval prp and bim ▪it is possible to reasonably approximate probabilities ▪but either require partial relevance information or need to make do with somewhat inferior term weights ▪requires restrictive assumptions: ▪“relevance” of each document is independent of others ▪really, it’s bad to keep on returning duplicates ▪term independence ▪terms not in query don’t affect the outcome ▪boolean representation of documents/queries ▪boolean notion of relevance ▪some of these assumptions can be removed"
IR_ch7,29,"Introduction to Information Retrieval Removing term independence ▪ In general, index terms aren’t independent ▪ “Hong Kong” ▪ Dependencies can be complex ▪ van Rijsbergen (1979) proposed simple model of dependencies as a tree ▪ Each term dependent on one other ▪Exactly Friedman and Goldszmidt’s Tree Augmented Naive  Bayes (AAAI 13, 1996) ▪ In 1970s, estimation problems held back success of this model",introduct inform retriev remov term independ gener index term aren t independ hong kong depend complex van rijsbergen propos simpl model depend tree term depend exactli friedman goldszmidt s tree augment naiv bay aaai s estim problem held success model,"introduction to information retrieval removing term independence ▪ in general, index terms aren’t independent ▪ “hong kong” ▪ dependencies can be complex ▪ van rijsbergen (1979) proposed simple model of dependencies as a tree ▪ each term dependent on one other ▪exactly friedman and goldszmidt’s tree augmented naive bayes (aaai 13, 1996) ▪ in 1970s, estimation problems held back success of this model"
IR_ch7,30,"Introduction to Information Retrieval 5. Term frequency and the VSM ▪Right in the first lecture, we said that a page should rank higher if it mentions a word more ▪Perhaps modulated by things like page length ▪Why not in BIM? Much of early IR was designed for titles or abstracts, and not for modern full text search ▪We now want a model with term frequency in it ▪We’ll mainly look at a probabilistic model (BM25) ▪First, a quick summary of vector space model",introduct inform retriev term frequenc vsm right lectur said page rank higher mention word modul thing like page length bim earli ir design titl abstract modern text search want model term frequenc ll mainli look probabilist model bm quick summari vector space model,"introduction to information retrieval 5. term frequency and the vsm ▪right in the first lecture, we said that a page should rank higher if it mentions a word more ▪perhaps modulated by things like page length ▪why not in bim? much of early ir was designed for titles or abstracts, and not for modern full text search ▪we now want a model with term frequency in it ▪we’ll mainly look at a probabilistic model (bm25) ▪first, a quick summary of vector space model"
IR_ch7,31,"Introduction to Information Retrieval Summary – vector space ranking (ch. 6) ▪Represent the query as a weighted term frequency/inverse document frequency (tf-idf) vector ▪(0, 0, 0, 0, 2.3, 0, 0, 0, 1.78, 0, 0, 0, …, 0, 8.17, 0, 0) ▪Represent each document as a weighted tf-idf vector ▪(1.2, 0, 3.7, 1.5, 2.0, 0, 1.3, 0, 3.7, 1.4, 0, 0, …, 3.5, 5.1, 0, 0) ▪Compute the cosine similarity score for the query vector and each document vector ▪Rank documents with respect to the query by score ▪Return the top K (e.g., K = 10) to the user",introduct inform retriev summari vector space rank ch repres queri weight term frequenc invers document frequenc tf idf vector repres document weight tf idf vector comput cosin similar score queri vector document vector rank document respect queri score return k e g k user,"introduction to information retrieval summary – vector space ranking (ch. 6) ▪represent the query as a weighted term frequency/inverse document frequency (tf-idf) vector ▪(0, 0, 0, 0, 2.3, 0, 0, 0, 1.78, 0, 0, 0, …, 0, 8.17, 0, 0) ▪represent each document as a weighted tf-idf vector ▪(1.2, 0, 3.7, 1.5, 2.0, 0, 1.3, 0, 3.7, 1.4, 0, 0, …, 3.5, 5.1, 0, 0) ▪compute the cosine similarity score for the query vector and each document vector ▪rank documents with respect to the query by score ▪return the top k (e.g., k = 10) to the user"
IR_ch7,32,Introduction to Information Retrieval,introduct inform retriev,introduction to information retrieval
IR_ch7,33,Introduction to Information Retrieval Cosine similarity Sec. 6.3,introduct inform retriev cosin similar sec,introduction to information retrieval cosine similarity sec. 6.3
IR_ch7,34,Introduction to Information Retrieval tf-idf weighting has many variants Sec. 6.4,introduct inform retriev tf idf weight variant sec,introduction to information retrieval tf-idf weighting has many variants sec. 6.4
IR_ch7,35,Introduction to Information Retrieval 6. BM25,introduct inform retriev bm,introduction to information retrieval 6. bm25
IR_ch7,36,"Introduction to Information Retrieval Okapi BM25    [Robertson et al. 1994, TREC City U.] ▪BM25 “Best Match 25” (they had a bunch of tries!) ▪Developed in the context of the Okapi system ▪Started to be increasingly adopted by other teams during the TREC competitions ▪It works well ▪Goal: be sensitive to term frequency and document length while not adding too many parameters ▪(Robertson and Zaragoza 2009; Spärck Jones et al. 2000)",introduct inform retriev okapi bm robertson et al trec citi u bm best match bunch tri develop context okapi start increasingli adopt team trec competit work goal sensit term frequenc document length ad paramet robertson zaragoza spärck jone et al,"introduction to information retrieval okapi bm25 [robertson et al. 1994, trec city u.] ▪bm25 “best match 25” (they had a bunch of tries!) ▪developed in the context of the okapi system ▪started to be increasingly adopted by other teams during the trec competitions ▪it works well ▪goal: be sensitive to term frequency and document length while not adding too many parameters ▪(robertson and zaragoza 2009; spärck jones et al. 2000)"
IR_ch7,37,Introduction to Information Retrieval ▪Words are drawn independently from the vocabulary using a multinomial distribution Generative model for documents ... the draft is that each team is given a position in the draft … basic team each that of is the draft design nfl football given … annual draft football team nfl,introduct inform retriev word drawn independ vocabulari use multinomi distribut gener model document draft team given posit draft basic team draft design nfl footbal given annual draft footbal team nfl,introduction to information retrieval ▪words are drawn independently from the vocabulary using a multinomial distribution generative model for documents ... the draft is that each team is given a position in the draft … basic team each that of is the draft design nfl football given … annual draft football team nfl
IR_ch7,38,Introduction to Information Retrieval ▪Distribution of term frequencies (tf) follows a binomial distribution – approximated by a Poisson Generative model for documents ... the draft is that each team is given a position in the draft … draft … …,introduct inform retriev distribut term frequenc tf follow binomi distribut approxim poisson gener model document draft team given posit draft draft,introduction to information retrieval ▪distribution of term frequencies (tf) follows a binomial distribution – approximated by a poisson generative model for documents ... the draft is that each team is given a position in the draft … draft … …
IR_ch7,39,"Introduction to Information Retrieval Poisson distribution ▪The Poisson distribution models the probability of k, the number of events occurring in a fixed interval of time/space, with known average rate λ ( = cf/T), independent of the last event ▪Examples ▪Number of cars arriving at a toll booth per minute ▪Number of typos on a page p(k) = l k k! e-l",introduct inform retriev poisson distribut poisson distribut model probabl k number event occur fix interv time space known averag rate λ cf t independ event exampl number car arriv toll booth minut number typo page p k l k k e l,"introduction to information retrieval poisson distribution ▪the poisson distribution models the probability of k, the number of events occurring in a fixed interval of time/space, with known average rate λ ( = cf/t), independent of the last event ▪examples ▪number of cars arriving at a toll booth per minute ▪number of typos on a page p(k) = l k k! e-l"
IR_ch7,40,"Introduction to Information Retrieval Poisson distribution ▪If T is large and p is small, we can approximate a binomial distribution with a Poisson where λ = Tp ▪Mean = Variance = λ = Tp. ▪Example p = 0.08, T = 20. Chance of 1 occurrence is: ▪ Binomial ▪ Poisson                                                                                 … already close p(k) = l k k! e-l P(1) = [(20)(.08)]1 1! e-(20)(.08) = 1.6 1 e-1.6 = 0.3230 P(1) = 20 1 æ è ç ö ø ÷(.08)1(.92)19 =.3282",introduct inform retriev poisson distribut t larg p small approxim binomi distribut poisson λ tp mean varianc λ tp exampl p t chanc occurr binomi poisson close p k l k k e l p e e p æ è ç ö ø,"introduction to information retrieval poisson distribution ▪if t is large and p is small, we can approximate a binomial distribution with a poisson where λ = tp ▪mean = variance = λ = tp. ▪example p = 0.08, t = 20. chance of 1 occurrence is: ▪ binomial ▪ poisson … already close p(k) = l k k! e-l p(1) = [(20)(.08)]1 1! e-(20)(.08) = 1.6 1 e-1.6 = 0.3230 p(1) = 20 1 æ è ç ö ø ÷(.08)1(.92)19 =.3282"
IR_ch7,41,Introduction to Information Retrieval Poisson model ▪Assume that term frequencies in a document (tfi) follow a Poisson distribution ▪“Fixed interval” implies fixed document length … think roughly constant-sized document abstracts ▪… will fix later,introduct inform retriev poisson model assum term frequenc document tfi follow poisson distribut fix interv impli fix document length think roughli constant size document abstract fix later,introduction to information retrieval poisson model ▪assume that term frequencies in a document (tfi) follow a poisson distribution ▪“fixed interval” implies fixed document length … think roughly constant-sized document abstracts ▪… will fix later
IR_ch7,42,Introduction to Information Retrieval Poisson distributions,introduct inform retriev poisson distribut,introduction to information retrieval poisson distributions
